Date,Sales Representative,Product/Service,Region/Location,Customer,Sales Amount (INR),Units Sold,Sales Channel,Discount Offered (INR or %),Profit (INR),Cost of Goods Sold (COGS) (INR),Order Status,Payment Method,Lead Source
2024-11-30,Ravi,Air Conditioner,Lucknow,Michael Khurana,67587,1,Online,1732.0,25815.46827836842,40039.53172163158,Cancelled,Debit Card,Search Engine
2025-01-08,Neha,Bluetooth Speaker,Ahmedabad,Jairaj Sankaran,9391,5,Retail,2858.0,2896.4944065781956,3636.5055934218044,Completed,UPI,Advertisement
2024-12-06,Anjali,Refrigerator,Kolkata,Samuel Bedi,47092,2,Online,8696.784081557238,9083.776636791506,29311.439281651255,Completed,Credit Card,Email
2024-06-29,Karan,Smartphone,Chennai,Shaurya Nigam,31059,3,Online,2185.5035176028705,7560.252137174733,21313.244345222396,Shipped,Cash on Delivery (COD),Email
2024-11-20,Ravi,Camera,Delhi,Falan Mital,94797,2,Retail,1150.0,36917.020061768526,56729.979938231474,Completed,Net Banking,Advertisement
2024-02-25,Sushma,Headphones,Kolkata,Rehaan Rajan,1950,1,Online,250.6401986754811,871.9010167133677,827.4587846111511,Returned,Net Banking,Email
2024-04-08,Priya,Headphones,Kolkata,Gayathri Shetty,9870,4,Online,1354.7878440399338,2689.237633077396,5825.9745228826705,Returned,Debit Card,Social Media
2024-12-02,Vikram,Refrigerator,Jaipur,Mohini Bail,53381,2,Retail,5460.503110360774,15585.794879547719,32334.702010091507,Pending,Cash on Delivery (COD),Social Media
2024-12-25,Neha,Tablet,Hyderabad,Ubika Khatri,17664,1,Online,3316.5754975789955,4624.966063013135,9722.45843940787,Cancelled,Net Banking,Referral
2024-12-20,Priya,Refrigerator,Jaipur,Samuel Bedi,63807,2,Online,4611.0,26581.97646573648,32614.02353426352,Shipped,Credit Card,Email
2024-05-04,Neha,Tablet,Ahmedabad,Ekavir Warrior,38391,2,Retail,482.0,17620.261996764326,20288.738003235674,Returned,Debit Card,Advertisement
2024-05-13,Amit,Smartphone,Hyderabad,Omisha Gera,13967,5,Online,2384.0,2524.3978549308267,9058.602145069173,Completed,UPI,Social Media
2024-11-11,Ravi,Smartphone,Pune,Zansi Shankar,59695,3,Retail,13687.675031000499,12365.135985889823,33642.18898310968,Pending,Credit Card,Referral
2024-05-10,Ravi,Smartwatch,Jaipur,Manan Gopal,10012,2,Online,1194.7578575377343,3780.2100980867567,5037.032044375509,Returned,Credit Card,Email
2024-09-12,Sushma,Bluetooth Speaker,Delhi,Ikshita Narayanan,5789,1,Retail,1944.0,832.6350748127911,3012.364925187209,Completed,Credit Card,Email
2025-01-14,Karan,Washing Machine,Jaipur,Harrison Shere,38362,1,Retail,6527.6858737463435,9848.510786472729,21985.803339780927,Shipped,Net Banking,Search Engine
2024-10-09,Vikram,Smartphone,Chennai,Ekanta Gopal,34413,3,Online,8140.312804224104,6505.1287381293805,19767.558457646515,Returned,Cash on Delivery (COD),Referral
2024-07-26,Sushma,Air Conditioner,Hyderabad,Akshay Ghosh,25785,1,Retail,351.0,9696.99915645484,15737.00084354516,Completed,Debit Card,Social Media
2024-06-16,Ravi,Refrigerator,Kolkata,Gaurika Vohra,32344,1,Retail,4528.0,10167.144775246703,17648.855224753297,Returned,UPI,Email
2024-07-28,Sushma,Refrigerator,Ahmedabad,Shaurya Nigam,69514,2,Online,12886.598839703156,20048.407989296196,36578.99317100065,Returned,Net Banking,Email
2024-02-16,Priya,Smartwatch,Bangalore,Ryan Konda,19970,1,Online,412.0,7909.418644438383,11648.581355561617,Cancelled,Debit Card,Advertisement
2024-04-29,Rajesh,Headphones,Chennai,Suhani Patil,1976,4,Retail,243.0,736.2661663763613,996.7338336236387,Shipped,Cash on Delivery (COD),Referral
2024-10-04,Amit,Laptop,Chennai,Suhani Patil,100359,1,Online,22663.2057087283,6302.306539389963,71393.48775188174,Shipped,Credit Card,Search Engine
2024-10-18,Karan,Air Conditioner,Lucknow,Harrison Shere,33876,1,Online,6263.701200471496,7866.3737377416255,19745.92506178688,Cancelled,UPI,Referral
2024-03-23,Vikram,Laptop,Hyderabad,Kalpit Sarkar,79158,2,Online,2777.0,22058.74284914486,54322.25715085514,Returned,Cash on Delivery (COD),Direct Visit
2024-05-19,Anjali,Refrigerator,Pune,Anita Balasubramanian,55300,1,Online,2151.0,18803.12657027723,34345.87342972277,Completed,Cash on Delivery (COD),Advertisement
2024-08-16,Sushma,Smartphone,Delhi,Chakrika Ramesh,19846,5,Retail,4692.0,1417.2114582327613,13736.788541767239,Completed,Credit Card,Referral
2024-02-12,Anjali,Bluetooth Speaker,Jaipur,Nikita Bera,1788,3,Retail,435.0874245266872,707.5446324966628,645.36794297665,Shipped,Credit Card,Advertisement
2024-12-04,Manoj,Smartwatch,Ahmedabad,Bhavna Nath,10411,2,Online,1662.7177425051411,3941.64685225246,4806.6354052423985,Returned,Debit Card,Direct Visit
2024-08-25,Ravi,Laptop,Bangalore,Ayush Sen,146804,2,Online,18578.517027895192,21932.89877807319,106292.58419403162,Completed,Cash on Delivery (COD),Direct Visit
2024-07-06,Ravi,Headphones,Pune,Yagnesh Rajagopalan,6733,3,Online,791.1470478934691,2625.103119720171,3316.7498323863597,Pending,UPI,Search Engine
2024-07-21,Ravi,Washing Machine,Lucknow,Avi Sen,39433,1,Retail,3341.959333223899,16664.16283373575,19426.87783304035,Returned,Credit Card,Advertisement
2024-09-06,Priya,Camera,Bangalore,Samar Bakshi,36325,2,Online,7124.394671975245,7041.415721063405,22159.18960696135,Cancelled,Credit Card,Social Media
2024-07-08,Ravi,Smartwatch,Delhi,Hema Varughese,18939,1,Retail,720.0,9062.465052657606,9156.534947342394,Cancelled,Net Banking,Search Engine
2024-04-04,Karan,Refrigerator,Delhi,Orinder Anand,67030,1,Retail,8325.536558464944,25103.232209358033,33601.23123217702,Pending,Credit Card,Email
2024-09-18,Amit,Refrigerator,Pune,Arjun Sama,46821,1,Online,4213.0,13482.118666485443,29125.881333514557,Completed,UPI,Advertisement
2024-04-27,Ravi,Tablet,Jaipur,Ikshita Narayanan,7212,2,Online,4850.0,-1417.4890654700803,3779.4890654700803,Shipped,Net Banking,Search Engine
2024-10-09,Rajesh,Refrigerator,Ahmedabad,Akshay Ghosh,36820,1,Online,7333.35798499951,10095.96929098638,19390.672724014108,Pending,Net Banking,Social Media
2024-10-13,Manoj,Headphones,Lucknow,Ekavir Warrior,7896,1,Retail,1388.0,2202.2583820184464,4305.741617981554,Cancelled,Credit Card,Search Engine
2024-02-03,Anjali,Smartwatch,Lucknow,Vamakshi Ratta,4489,2,Retail,1477.0,803.2570686281915,2208.7429313718085,Returned,Cash on Delivery (COD),Search Engine
2024-01-23,Ravi,Bluetooth Speaker,Chennai,Triya Mohanty,7730,3,Retail,4223.0,-321.8285503871257,3828.8285503871257,Completed,UPI,Email
2024-12-12,Rajesh,Tablet,Mumbai,Farhan Wali,58397,1,Online,4700.8895945959775,19079.60115876418,34616.50924663984,Shipped,UPI,Search Engine
2024-08-12,Karan,Refrigerator,Kolkata,Mohini Bail,26661,2,Online,2334.0,10505.900785187076,13821.099214812924,Cancelled,Net Banking,Social Media
2024-07-08,Rajesh,Tablet,Pune,Advika Vyas,31497,2,Retail,1419.0,10292.801620696508,19785.198379303492,Shipped,Cash on Delivery (COD),Advertisement
2024-09-13,Rajesh,Air Conditioner,Hyderabad,Saumya Ratti,31174,1,Online,2721.0,10771.618461329148,17681.381538670852,Cancelled,UPI,Search Engine
2024-02-13,Rajesh,Air Conditioner,Kolkata,Michael Khurana,26192,2,Online,4997.55631666892,7480.339117614599,13714.104565716481,Returned,UPI,Social Media
2024-09-16,Rajesh,Tablet,Pune,Yash Babu,22764,1,Retail,3705.0,5186.659014251203,13872.340985748797,Cancelled,Credit Card,Social Media
2024-04-26,Vikram,Tablet,Hyderabad,Vedhika Ram,10158,2,Retail,697.0,2897.5192297906715,6563.4807702093285,Cancelled,UPI,Advertisement
2024-09-28,Neha,Smartphone,Jaipur,Vedika Chacko,24728,1,Retail,4769.0,5410.4806265910665,14548.519373408933,Shipped,UPI,Advertisement
2024-03-13,Neha,Air Conditioner,Hyderabad,Garima Dhillon,55926,1,Retail,2939.8046976034,24983.7342234189,28002.4610789777,Pending,Debit Card,Search Engine
2024-03-10,Neha,Tablet,Bangalore,Charvi Dasgupta,42752,2,Online,8240.616349012726,8245.15867692924,26266.224974058034,Pending,UPI,Email
2024-06-19,Karan,Headphones,Lucknow,Orinder Anand,8913,3,Retail,1761.0,2491.219022419341,4660.780977580659,Returned,UPI,Advertisement
2024-04-19,Sushma,Smartphone,Mumbai,Bina Kant,11355,5,Online,3677.0,508.2177305568539,7169.782269443146,Completed,Debit Card,Social Media
2024-08-07,Manoj,Tablet,Pune,Dhriti Babu,18010,2,Retail,4198.2610781983485,2880.5524138426,10931.186507959052,Pending,Credit Card,Direct Visit
2024-11-02,Anjali,Refrigerator,Bangalore,Gunbir Raman,40679,1,Online,1308.0,17996.537019668638,21374.462980331362,Pending,Debit Card,Social Media
2024-10-14,Ravi,Headphones,Pune,Andrew Desai,6381,1,Retail,2973.0,-241.62851804432557,3649.6285180443256,Cancelled,Debit Card,Referral
2024-09-15,Manoj,Headphones,Ahmedabad,Ekapad Wason,5586,5,Online,820.0,2259.0472664188105,2506.9527335811895,Cancelled,Debit Card,Social Media
2024-02-15,Sushma,Tablet,Ahmedabad,Krish Lala,58722,2,Online,11484.44403209651,16089.377491027908,31148.178476875582,Shipped,Debit Card,Search Engine
2024-12-02,Anjali,Tablet,Delhi,Akshay Ghosh,48054,2,Retail,8327.49477618111,14680.81461655001,25045.69060726888,Shipped,Credit Card,Referral
2024-06-22,Rajesh,Air Conditioner,Kolkata,Vanya Jaggi,40502,2,Online,2541.8489133575345,16084.841631954409,21875.309454688057,Shipped,Credit Card,Social Media
2024-04-02,Vikram,Laptop,Delhi,Ekiya Palan,136584,1,Retail,16741.425794962455,33031.359907645136,86811.2142973924,Cancelled,Net Banking,Social Media
2024-06-01,Amit,Headphones,Chennai,Jairaj Sankaran,5450,3,Retail,3508.0,-602.8500617588661,2544.850061758866,Shipped,Debit Card,Social Media
2024-09-07,Rajesh,Washing Machine,Delhi,Vamakshi Ratta,21067,2,Online,1223.6223578257798,9985.9103746397,9857.467267534521,Completed,Credit Card,Email
2024-04-18,Karan,Smartwatch,Jaipur,Garima Srivastava,10170,2,Retail,3902.0,802.0687102770835,5465.9312897229165,Shipped,Cash on Delivery (COD),Social Media
2024-09-27,Anjali,Refrigerator,Bangalore,Ubika Khatri,76355,2,Retail,4800.693064875248,31056.000196047717,40498.30673907704,Cancelled,Net Banking,Advertisement
2024-05-02,Vikram,Bluetooth Speaker,Pune,Kalpit Sarkar,1699,5,Retail,3223.0,-2269.0936872019934,745.0936872019935,Pending,Net Banking,Email
2024-05-18,Sushma,Laptop,Bangalore,Dalbir Karan,100891,1,Retail,7816.983082031292,20354.588553659836,72719.42836430887,Returned,UPI,Advertisement
2024-04-27,Ravi,Smartphone,Pune,Lajita Balasubramanian,19490,3,Online,3562.909088870206,2980.016178925608,12947.074732204186,Pending,Net Banking,Referral
2024-10-10,Sushma,Camera,Chennai,Ekavir Warrior,67709,2,Online,10602.433495686693,12000.66642890061,45105.9000754127,Shipped,Cash on Delivery (COD),Advertisement
2024-11-09,Sushma,Refrigerator,Hyderabad,Yash Babu,59823,1,Retail,2223.0,19662.595666879053,37937.40433312095,Pending,Credit Card,Referral
2024-03-23,Priya,Headphones,Lucknow,Chanakya Mannan,8746,5,Retail,1375.5458998790507,3357.3530592144098,4013.1010409065393,Returned,UPI,Direct Visit
2024-08-17,Karan,Refrigerator,Ahmedabad,Ekiya Palan,48882,2,Online,6169.2774888585145,17154.410734493948,25558.311776647537,Pending,Credit Card,Search Engine
2024-05-20,Vikram,Smartwatch,Jaipur,Bina Kant,13792,2,Retail,2432.3619861962793,4719.58158290656,6640.056430897162,Completed,UPI,Social Media
2024-07-24,Vikram,Tablet,Pune,Suhani Patil,31553,1,Online,4543.5622751304245,8009.086145961745,19000.35157890783,Cancelled,Debit Card,Advertisement
2024-06-26,Amit,Laptop,Mumbai,Chakrika Ramesh,61656,1,Retail,3884.0,18043.37171227565,39728.62828772435,Returned,UPI,Search Engine
2024-04-10,Anjali,Laptop,Ahmedabad,Pavani Nair,98369,1,Retail,22801.551945681822,12732.4479806319,62835.00007368628,Completed,Net Banking,Search Engine
2024-07-17,Priya,Bluetooth Speaker,Lucknow,Ayush Sen,8710,5,Online,2262.0,3065.962320250841,3382.037679749159,Completed,UPI,Advertisement
2024-07-17,Amit,Bluetooth Speaker,Ahmedabad,Dhriti Babu,3909,2,Retail,3055.0,-814.3608887261057,1668.3608887261057,Cancelled,Net Banking,Email
2024-02-21,Neha,Refrigerator,Mumbai,Anthony Bandi,21494,2,Retail,4522.703161452892,5127.743058843381,11843.553779703727,Pending,Cash on Delivery (COD),Email
2024-09-02,Ravi,Refrigerator,Jaipur,Pavani Nair,23943,1,Retail,3973.069362785508,5162.637497950259,14807.293139264233,Completed,Net Banking,Email
2024-04-27,Karan,Smartwatch,Ahmedabad,Harrison Shere,6089,2,Online,2169.0,1178.1872290656547,2741.8127709343453,Shipped,Net Banking,Search Engine
2024-08-14,Vikram,Smartphone,Delhi,Gayathri Dugar,63386,3,Online,1556.0,26699.65106732111,35130.34893267889,Completed,Debit Card,Referral
2024-12-08,Neha,Camera,Jaipur,Jackson Sura,94437,1,Retail,11489.169609110277,22923.85288709833,60023.97750379139,Completed,Cash on Delivery (COD),Advertisement
2024-07-10,Sushma,Tablet,Kolkata,Nidhi Bera,16414,1,Retail,2790.0,2972.968353415825,10651.031646584175,Pending,Net Banking,Advertisement
2024-05-25,Karan,Tablet,Chennai,Bhavna Nath,44614,1,Online,2120.0,17725.97820649622,24768.02179350378,Cancelled,Credit Card,Email
2025-01-03,Manoj,Tablet,Jaipur,Anthony Bandi,45350,2,Retail,4196.0,11720.690310276921,29433.30968972308,Returned,Credit Card,Advertisement
2024-09-24,Neha,Laptop,Bangalore,Jairaj Nagy,72497,2,Retail,13942.678248845405,8028.8566495502455,50525.46510160435,Cancelled,Cash on Delivery (COD),Advertisement
2024-03-03,Neha,Bluetooth Speaker,Mumbai,Brijesh Bandi,6474,4,Online,3243.0,228.39660316620575,3002.6033968337942,Completed,Credit Card,Advertisement
2024-09-25,Karan,Bluetooth Speaker,Delhi,Gunbir Raman,4522,4,Retail,284.3555854257308,1752.625052919939,2485.01936165433,Completed,Debit Card,Referral
2024-07-16,Vikram,Refrigerator,Jaipur,Avi Sen,48430,1,Retail,8494.065245467746,8793.581804078656,31142.352950453598,Shipped,Cash on Delivery (COD),Advertisement
2024-07-23,Ravi,Washing Machine,Kolkata,Ekiya Palan,33208,1,Online,3853.0,11628.770751481625,17726.229248518375,Pending,Net Banking,Advertisement
2024-10-21,Sushma,Smartphone,Hyderabad,Yagnesh Rajagopalan,41435,3,Retail,1735.0,16064.592669333459,23635.40733066654,Shipped,UPI,Referral
2024-06-04,Manoj,Refrigerator,Kolkata,Saumya Ratti,59682,2,Online,9310.403252278144,12437.419406320869,37934.17734140099,Pending,UPI,Search Engine
2024-05-03,Priya,Washing Machine,Lucknow,Samuel Bedi,28911,1,Online,2187.6870499557367,13183.696764413964,13539.616185630299,Pending,Debit Card,Direct Visit
2024-12-21,Anjali,Air Conditioner,Lucknow,Krish Lala,56490,1,Online,4246.479585600621,22188.742466055828,30054.77794834355,Shipped,Net Banking,Advertisement
2024-08-04,Vikram,Headphones,Delhi,Fitan Hans,3676,2,Retail,721.0,854.9876508018592,2100.012349198141,Shipped,UPI,Social Media
2024-11-08,Anjali,Air Conditioner,Hyderabad,Girik Kamdar,35640,1,Online,4013.5446248107082,9755.826913198638,21870.628461990655,Shipped,Debit Card,Direct Visit
2024-12-30,Amit,Bluetooth Speaker,Mumbai,Netra Kashyap,5805,3,Retail,766.1101605704939,2901.6582670244447,2137.2315724050613,Pending,Credit Card,Referral
2024-05-09,Priya,Smartphone,Hyderabad,Bhanumati Arya,39091,2,Retail,6318.119485505794,10736.35999252083,22036.520521973376,Completed,UPI,Referral
2024-06-17,Neha,Smartphone,Jaipur,Hema Varughese,29054,1,Retail,1526.0,8966.626558567092,18561.37344143291,Shipped,Cash on Delivery (COD),Social Media
2024-06-09,Rajesh,Tablet,Ahmedabad,Gunbir Raman,23550,1,Retail,1706.4258556637665,9019.20246904764,12824.371675288594,Pending,Cash on Delivery (COD),Search Engine
2024-10-07,Manoj,Smartphone,Chennai,Bakhshi Subramanian,43670,4,Online,4228.0,12446.48327077894,26995.51672922106,Cancelled,Credit Card,Email
2024-02-19,Rajesh,Tablet,Chennai,Ekapad Wason,26848,2,Retail,1199.0,8464.555387094988,17184.444612905012,Returned,UPI,Advertisement
2024-08-02,Ravi,Camera,Pune,Lajita Balasubramanian,31415,2,Retail,1578.0,9079.238742897938,20757.76125710206,Returned,UPI,Social Media
2024-03-18,Amit,Air Conditioner,Delhi,Vedika Chacko,53617,1,Online,8722.305526212263,17792.897093062144,27101.797380725595,Pending,Net Banking,Email
2024-08-12,Karan,Air Conditioner,Hyderabad,Ekapad Wason,67491,1,Retail,4206.0,28958.403603261148,34326.59639673885,Returned,UPI,Email
2024-05-12,Manoj,Camera,Kolkata,Sanaya Purohit,96263,1,Retail,486.0,40242.30014363119,55534.69985636881,Pending,Net Banking,Referral
2024-10-12,Anjali,Air Conditioner,Bangalore,Ekiya Palan,56093,2,Retail,9452.47794282415,17164.58976680082,29475.932290375033,Shipped,Credit Card,Social Media
2024-09-18,Neha,Laptop,Hyderabad,Krishna Sood,108779,1,Online,4725.0,36533.79430196875,67520.20569803125,Pending,Cash on Delivery (COD),Direct Visit
2024-09-28,Anjali,Refrigerator,Ahmedabad,Nidra Varughese,71971,1,Online,2781.0,24033.46852011523,45156.53147988477,Shipped,Net Banking,Advertisement
2024-08-22,Karan,Headphones,Chennai,Zansi Shankar,5270,5,Retail,902.0,1693.686904978832,2674.313095021168,Returned,Net Banking,Advertisement
2024-12-10,Neha,Laptop,Hyderabad,Zansi Shankar,147774,1,Online,3162.0,36551.294968520684,108060.70503147932,Returned,Net Banking,Search Engine
2024-06-20,Priya,Refrigerator,Lucknow,Pavani Nair,52521,1,Retail,10836.177268287185,9428.423102963785,32256.39962874903,Returned,Debit Card,Social Media
2024-12-29,Vikram,Smartphone,Bangalore,Jairaj Nagy,59447,2,Online,4802.0,16405.16588390887,38239.83411609113,Pending,Debit Card,Direct Visit
2024-08-05,Neha,Air Conditioner,Bangalore,Jairaj Sankaran,60299,2,Online,11335.390868071203,15448.343543735306,33515.26558819349,Shipped,UPI,Direct Visit
2024-08-10,Sushma,Headphones,Bangalore,Udant Saha,2793,5,Online,665.4578186992683,634.4259713529693,1493.1162099477624,Returned,Cash on Delivery (COD),Email
2024-12-27,Manoj,Bluetooth Speaker,Hyderabad,Bhanumati Arya,5658,2,Online,978.0,2424.714134970401,2255.285865029599,Cancelled,Debit Card,Referral
2024-10-27,Neha,Laptop,Jaipur,Kalpit Sarkar,80119,2,Online,4110.0,18943.14121124646,57065.85878875354,Returned,Net Banking,Social Media
2024-05-13,Priya,Camera,Mumbai,Anita Bhalla,72611,1,Retail,1375.0,33888.322190596366,37347.677809403634,Shipped,Credit Card,Direct Visit
2024-11-04,Priya,Washing Machine,Hyderabad,Niharika Sachdeva,39279,2,Online,7252.6213694401,14250.685049034048,17775.69358152585,Pending,UPI,Referral
2024-10-10,Karan,Smartwatch,Delhi,Bakhshi Subramanian,4563,2,Retail,801.1260102785832,1097.4740597475957,2664.399929973821,Cancelled,Debit Card,Search Engine
2024-08-06,Priya,Refrigerator,Kolkata,Zaid Tak,69247,1,Online,16391.47384613687,8397.435445461902,44458.09070840123,Shipped,Cash on Delivery (COD),Search Engine
2024-10-12,Priya,Smartphone,Mumbai,Akshay Ghosh,46530,1,Online,4305.0,15851.134470170047,26373.865529829953,Completed,UPI,Referral
2024-03-17,Amit,Camera,Jaipur,Dalbir Karan,76215,2,Online,7746.510593159013,19384.817981959714,49083.67142488127,Shipped,UPI,Social Media
2024-12-05,Amit,Smartwatch,Bangalore,Ekavir Warrior,13472,1,Retail,1964.6137406316066,3836.4457568989446,7670.940502469449,Shipped,Credit Card,Social Media
2024-06-17,Amit,Headphones,Jaipur,Sanaya Purohit,7740,5,Online,1526.0,2782.3392405176346,3431.6607594823654,Completed,Net Banking,Email
2025-01-04,Amit,Air Conditioner,Chennai,Chandresh Wason,46924,1,Retail,10986.316102062712,9354.437674863315,26583.246223073973,Returned,Credit Card,Advertisement
2024-02-01,Rajesh,Air Conditioner,Delhi,Kalpit Sarkar,34698,2,Retail,2220.0,12866.887565357261,19611.11243464274,Completed,Debit Card,Search Engine
2024-12-08,Karan,Washing Machine,Chennai,Chanakya Mannan,47590,2,Online,3171.9851930314926,19698.724572317537,24719.29023465097,Cancelled,Debit Card,Advertisement
2024-05-23,Vikram,Tablet,Chennai,Anthony Bandi,6549,1,Online,4966.0,-1808.3678739443667,3391.3678739443667,Returned,Debit Card,Referral
2024-03-31,Neha,Washing Machine,Hyderabad,Chaitanya Sachar,59876,2,Retail,1895.0,30807.637102376117,27173.362897623883,Returned,Debit Card,Email
2024-03-21,Sushma,Camera,Kolkata,Chaitanya Sachar,38464,1,Retail,5176.021713727048,13364.050987116974,19923.927299155977,Completed,Debit Card,Social Media
2024-10-12,Sushma,Laptop,Lucknow,Orinder Anand,80430,1,Online,15442.614362400715,4689.396021922143,60297.98961567714,Completed,UPI,Email
2024-07-02,Manoj,Headphones,Chennai,Yash Babu,5485,2,Retail,4428.0,-1959.8971892588256,3016.8971892588256,Completed,UPI,Referral
2024-07-30,Amit,Headphones,Bangalore,Ekapad Wason,6136,4,Online,2528.0,1018.7635456213602,2589.23645437864,Returned,Debit Card,Email
2024-09-22,Amit,Headphones,Delhi,Wridesh Dora,5255,3,Online,989.5736567688298,1616.3380464170802,2649.08829681409,Returned,Net Banking,Referral
2024-03-22,Priya,Bluetooth Speaker,Chennai,Fitan Hans,1184,3,Online,1852.0,-1241.2677989704293,573.2677989704295,Shipped,Debit Card,Email
2024-10-21,Rajesh,Smartphone,Lucknow,Falan Mital,64611,2,Retail,12053.200409133686,12907.61499748251,39650.184593383805,Cancelled,UPI,Social Media
2024-08-03,Amit,Laptop,Hyderabad,Ryan Konda,113548,1,Retail,2368.0,29591.7997447541,81588.2002552459,Pending,UPI,Email
2024-09-25,Manoj,Air Conditioner,Pune,Ubika Kari,63687,2,Online,6662.73042389972,16413.921797771025,40610.347778329255,Pending,Debit Card,Social Media
2024-11-15,Sushma,Headphones,Lucknow,Samar Bakshi,6399,5,Retail,435.16303833998796,3015.2109623825327,2948.6259992774794,Cancelled,UPI,Search Engine
2024-11-09,Manoj,Air Conditioner,Delhi,Vedika Chacko,26569,2,Retail,3176.0,6416.7534269424905,16976.24657305751,Returned,Credit Card,Referral
2024-09-21,Amit,Washing Machine,Hyderabad,Girik Kamdar,19722,2,Retail,1537.0,6510.120084912003,11674.879915087997,Cancelled,Credit Card,Email
2024-12-27,Neha,Tablet,Chennai,Gayathri Shetty,10277,2,Online,627.0,3732.3976113452127,5917.602388654787,Pending,Cash on Delivery (COD),Social Media
2024-09-23,Amit,Washing Machine,Bangalore,Saumya Ratti,46616,1,Online,11153.05417120261,7634.530615966651,27828.41521283074,Completed,Net Banking,Search Engine
2024-03-10,Vikram,Washing Machine,Lucknow,Garima Dhillon,52221,2,Retail,644.0,21841.30114321667,29735.69885678333,Returned,Net Banking,Search Engine
2024-10-28,Anjali,Refrigerator,Jaipur,Omisha Gera,62780,1,Retail,2509.0,27741.70489688612,32529.29510311388,Returned,Net Banking,Social Media
2024-02-08,Karan,Camera,Pune,Bakhshi Subramanian,88115,1,Online,10667.819415285485,18105.869851402313,59341.3107333122,Cancelled,Credit Card,Direct Visit
2024-04-06,Priya,Bluetooth Speaker,Chennai,Zaid Tak,6252,3,Retail,432.8919106411827,2793.204813880571,3025.9032754782465,Returned,Net Banking,Direct Visit
2024-07-02,Amit,Smartwatch,Hyderabad,Michael Khurana,23470,2,Online,2860.8098928821155,9029.960329913363,11579.22977720452,Shipped,Credit Card,Social Media
2024-08-07,Priya,Tablet,Jaipur,Nikita Bera,37883,2,Retail,2533.0,15252.516509075875,20097.483490924125,Pending,Net Banking,Direct Visit
2024-07-21,Sushma,Bluetooth Speaker,Lucknow,Ayush Sen,9616,1,Online,904.9181852409266,3548.6302882140144,5162.451526545059,Returned,Debit Card,Search Engine
2024-11-04,Karan,Smartphone,Pune,Charvi Dasgupta,33175,4,Online,6224.7596952387685,8397.011637724325,18553.228667036907,Cancelled,UPI,Search Engine
2024-11-13,Manoj,Washing Machine,Lucknow,Chaman Atwal,37576,1,Online,7765.547670315588,11757.211943656406,18053.240386028006,Pending,UPI,Social Media
2024-10-11,Vikram,Laptop,Bangalore,Neelima Sagar,71538,2,Online,1859.0,25935.45626871512,43743.54373128488,Returned,Cash on Delivery (COD),Direct Visit
2024-03-11,Anjali,Bluetooth Speaker,Kolkata,Ubika Khatri,8330,3,Online,968.8330290789211,4264.672965335536,3096.494005585543,Returned,Cash on Delivery (COD),Social Media
2024-02-09,Manoj,Headphones,Chennai,Jairaj Nagy,8866,4,Online,3201.0,1170.519064504716,4494.480935495284,Completed,Cash on Delivery (COD),Direct Visit
2024-07-07,Priya,Tablet,Chennai,Triya Mohanty,21883,2,Online,2283.0,8199.686997812876,11400.313002187124,Returned,UPI,Email
2024-06-29,Rajesh,Smartphone,Ahmedabad,Vedhika Ram,55509,2,Online,2950.0,15527.499399996908,37031.50060000309,Cancelled,Debit Card,Search Engine
2024-03-20,Ravi,Washing Machine,Jaipur,Bakhshi Subramanian,55541,1,Online,5267.506260128443,22707.96810253765,27565.525637333907,Shipped,Cash on Delivery (COD),Direct Visit
2025-01-12,Vikram,Headphones,Delhi,Lajita Balasubramanian,1613,5,Retail,582.0,187.64160776648737,843.3583922335126,Cancelled,Credit Card,Social Media
2024-09-03,Manoj,Tablet,Hyderabad,Dalbir Karan,44401,2,Online,8328.99336420684,13689.93049079741,22382.07614499575,Cancelled,UPI,Advertisement
2024-04-01,Anjali,Smartwatch,Ahmedabad,Arjun Sama,15719,2,Online,4139.0,3093.7731093119655,8486.226890688034,Cancelled,Debit Card,Search Engine
2024-04-23,Ravi,Headphones,Delhi,Advika Vyas,7478,4,Online,681.2477213395377,3356.350423712996,3440.4018549474663,Returned,UPI,Social Media
2024-11-03,Amit,Smartwatch,Lucknow,Lajita Balasubramanian,3021,2,Online,2297.0,-656.9991371759531,1380.9991371759531,Returned,Credit Card,Social Media
2024-12-09,Manoj,Smartwatch,Chennai,Bakhshi Subramanian,10510,1,Retail,4198.0,1531.5285590217054,4780.471440978295,Completed,UPI,Direct Visit
2024-03-11,Anjali,Tablet,Chennai,Zaid Tak,34164,2,Retail,2644.0,10921.246618561072,20598.753381438928,Returned,UPI,Referral
2024-10-14,Sushma,Smartwatch,Lucknow,Sneha Singhal,5556,2,Online,362.18582829523615,2007.175619992835,3186.638551711929,Completed,Debit Card,Social Media
2024-03-08,Ravi,Washing Machine,Chennai,Manan Gopal,35104,1,Online,443.0,13811.409311709624,20849.590688290376,Returned,Credit Card,Search Engine
2024-12-13,Karan,Laptop,Ahmedabad,Yadavi Bakshi,98330,2,Online,8357.840942345088,28139.850984789147,61832.308072865766,Completed,Debit Card,Advertisement
2024-05-16,Sushma,Laptop,Pune,Jalsa Kunda,74199,2,Retail,2662.0,22159.18416049405,49377.81583950595,Shipped,Debit Card,Social Media
2024-02-01,Priya,Smartphone,Delhi,Shaurya Nigam,67462,1,Retail,7383.112441981854,13201.225103052016,46877.66245496613,Returned,Credit Card,Social Media
